house_num,house_group,year,week,location,period,mean,std,median,min,max,q25,q75,iqr,n_points,hours,pct_below_12,pct_12_to_18,pct_18_to_24,pct_above_24,pct_above_28,minutes_below_12,minutes_in_who,minutes_above_24,range,cv,extreme_cold_events,extreme_hot_events
22,active,2008,1,living,night,16.526259750390015,2.349553616548718,16.6,12.2,22.0,14.8,18.0,3.1999999999999993,2564,85.46666666666667,0.0,74.60998439937597,25.39001560062403,0.0,0.0,0,1302,0,9.8,14.217092385306781,0,0
23,control,2008,1,living,overall,17.78518217780554,2.337586444249431,18.1,12.5,22.8,15.850000000000001,19.7,3.849999999999998,4803,160.1,0.0,46.92900270664168,53.07099729335831,0.0,0.0,0,5098,0,10.3,13.143449535009816,0,0
23,control,2008,1,living,day,18.57382798573975,2.396722811511961,19.1,12.5,22.8,17.0,20.3,3.3000000000000007,2244,74.8,0.0,32.66488413547237,67.33511586452762,0.0,0.0,0,3022,0,10.3,12.90376336720718,0,0
23,control,2008,1,living,night,17.101767955801108,2.056523738092211,17.3,12.7,21.9,15.4,18.675,3.2750000000000004,2534,84.46666666666667,0.0,59.0370955011839,40.9629044988161,0.0,0.0,0,2076,0,9.2,12.025211331408665,0,0
24,active,2008,1,living,overall,19.078425692695212,1.5432475956383223,19.0,15.7,22.8,17.89,20.3,2.41,4764,158.8,0.0,25.713685978169604,74.28631402183039,0.0,0.0,0,7078,0,7.100000000000001,8.088967195176927,0,0
24,active,2008,1,living,day,19.16561427909133,1.4070011648419178,19.1,15.7,22.7,18.39,20.2,1.8099999999999987,2157,71.9,0.0,17.060732498840984,82.93926750115902,0.0,0.0,0,3578,0,7.0,7.341278731550398,0,0
24,active,2008,1,living,night,18.988952155001975,1.6616173448291773,18.8,15.9,22.8,17.6,20.5,2.8999999999999986,2529,84.3,0.0,33.72874654013444,66.27125345986556,0.0,0.0,0,3352,0,6.9,8.750442527137983,0,0
25,control,2008,1,living,overall,16.55315387705906,3.1546915314584805,16.6,8.4,24.2,14.325000000000001,18.9,4.5749999999999975,4978,165.93333333333334,6.729610285255122,57.09120128565689,35.85777420650864,0.32141422257934915,0.0,670,3570,32,15.799999999999999,19.05794844226364,2,0
25,control,2008,1,living,day,17.9013256006628,3.222293083142307,18.8,8.4,24.2,15.9,19.9,3.9999999999999982,2414,80.46666666666667,5.468102734051367,30.613090306545153,63.25600662800331,0.6628003314001657,0.0,264,3054,32,15.799999999999999,18.000304307201702,2,0
25,control,2008,1,living,night,15.154952456418386,2.2933262439770363,15.7,9.0,20.2,13.4,16.7,3.299999999999999,2524,84.13333333333334,8.042789223454834,83.3201267828843,8.637083993660855,0.0,0.0,406,436,0,11.2,15.132520214576939,2,0
26,active,2008,1,living,overall,18.312656283110826,2.4318109723918426,18.2,13.4,24.7,16.39,20.0,3.6099999999999994,4719,157.3,0.0,46.768383132019494,52.892561983471076,0.33905488450943,0.0,0,4992,32,11.299999999999999,13.279400512937183,0,0
26,active,2008,1,living,day,17.97801089918256,1.8804067749359834,18.2,15.0,21.3,16.2,18.89,2.6900000000000013,367,12.233333333333333,0.0,41.689373297002724,58.31062670299727,0.0,0.0,0,428,0,6.300000000000001,10.45948178294565,0,0
26,active,2008,1,living,night,17.54509722222222,1.2803659509052043,17.8,15.3,19.2,16.39,18.8,2.41,360,12.0,0.0,52.5,47.5,0.0,0.0,0,342,0,3.8999999999999986,7.297571137329019,0,0
27,active,2008,1,living,overall,17.304283329856037,2.9215141166121152,16.89,11.5,24.1,15.0,19.6,4.600000000000001,4793,159.76666666666668,1.4813269351137075,61.297725850198205,37.07490089714167,0.14604631754642186,0.0,142,3554,14,12.600000000000001,16.88318470590149,1,0
27,active,2008,1,living,day,18.003333333333334,3.2690863034519597,18.1,11.5,24.1,15.0,20.6,5.600000000000001,2346,78.2,2.600170502983802,45.73742540494459,51.36402387041773,0.29838022165387895,0.0,122,2410,14,12.600000000000001,18.158227939929418,1,0
27,active,2008,1,living,night,16.63598767967146,2.3631386851400795,16.39,11.8,24.0,15.0,17.89,2.8900000000000006,2435,81.16666666666667,0.41067761806981523,76.09856262833675,23.49075975359343,0.0,0.0,20,1144,0,12.2,14.204979774226118,0,0
28,control,2008,1,living,overall,18.60482738212665,1.9424448394264775,18.6,14.9,23.3,17.1,20.3,3.1999999999999993,5069,168.96666666666667,0.0,38.60722035904517,61.39277964095482,0.0,0.0,0,6224,0,8.4,10.440542121302087,0,0
28,control,2008,1,living,day,18.86375899962107,2.0880103154931184,19.0,14.9,23.3,17.2,20.8,3.6000000000000014,2639,87.96666666666667,0.0,33.383857521788556,66.61614247821144,0.0,0.0,0,3516,0,8.4,11.068898386239253,0,0
28,control,2008,1,living,night,18.314148453608247,1.7169039596029503,18.3,15.2,22.2,17.0,19.6,2.6000000000000014,2425,80.83333333333333,0.0,44.371134020618555,55.628865979381445,0.0,0.0,0,2698,0,7.0,9.374740867434033,0,0
29,active,2008,1,living,overall,20.843186080433423,2.88465055301534,20.6,14.3,28.1,18.7,23.1,4.400000000000002,4799,159.96666666666667,0.0,16.211710773077726,67.80579287351532,15.982496353406962,0.10418837257762034,0,6508,1534,13.8,13.839777382802865,0,0
29,active,2008,1,living,day,20.91536543422184,3.094412059734878,20.9,14.3,28.1,18.5,23.3,4.800000000000001,2326,77.53333333333333,0.0,19.045571797076526,62.16680997420464,18.78761822871883,0.21496130696474636,0,2892,874,13.8,14.79492227600185,0,0
29,active,2008,1,living,night,20.785571428571433,2.681597080701313,20.6,15.1,26.5,18.7,23.0,4.300000000000001,2450,81.66666666666667,0.0,13.673469387755102,72.85714285714285,13.46938775510204,0.0,0,3570,660,11.4,12.9012430084806,0,0
30,control,2008,1,living,overall,17.884607329842932,2.1690072152242603,17.95,13.8,22.6,16.3,19.6,3.3000000000000007,4775,159.16666666666666,0.0,50.19895287958115,49.80104712041884,0.0,0.0,0,4756,0,8.8,12.127787740718091,0,0
30,control,2008,1,living,day,17.99570097416349,2.2990449255870784,18.3,13.8,22.6,16.4,19.9,3.5,2361,78.7,0.0,46.25158831003812,53.748411689961884,0.0,0.0,0,2538,0,8.8,12.775523047909207,0,0
30,control,2008,1,living,night,17.779439834024895,2.028271920556437,17.7,14.05,22.5,16.15,19.25,3.1000000000000014,2410,80.33333333333333,0.0,53.983402489626556,46.016597510373444,0.0,0.0,0,2218,0,8.45,11.407963015093927,0,0
1,active,2008,1,bedroom,overall,17.896155729676785,1.076692903461985,17.8,15.5,21.4,17.2,18.39,1.1900000000000013,4084,136.13333333333333,0.0,56.46425073457395,43.535749265426055,0.0,0.0,0,3556,0,5.899999999999999,6.0163362440824635,0,0
1,active,2008,1,bedroom,day,17.692007042253522,0.8689437667989558,17.39,16.2,20.1,17.1,18.2,1.0999999999999979,1420,47.333333333333336,0.0,63.098591549295776,36.901408450704224,0.0,0.0,0,1048,0,3.900000000000002,4.911504753099363,0,0
1,active,2008,1,bedroom,night,18.004973723723722,1.1580229371019264,17.89,15.5,21.4,17.3,18.6,1.3000000000000007,2664,88.8,0.0,52.92792792792793,47.072072072072075,0.0,0.0,0,2508,0,5.899999999999999,6.431683571834886,0,0
2,active,2008,1,bedroom,overall,17.483952978681014,1.3914158463857342,17.2,14.8,25.3,16.6,18.0,1.3999999999999986,5019,167.3,0.0,72.72365012950786,27.017334130304842,0.2590157401872883,0.0,0,2712,26,10.5,7.95824518678557,0,0
2,active,2008,1,bedroom,day,17.921130797290257,1.8202412561352836,17.5,14.8,25.3,16.5,19.3,2.8000000000000007,1919,63.96666666666667,0.0,59.77071391349661,39.55184992183429,0.6774361646690985,0.0,0,1518,26,10.5,10.15695536584394,0,0
2,active,2008,1,bedroom,night,17.21332580645161,0.9448084075898304,17.1,14.8,20.8,16.6,17.6,1.0,3100,103.33333333333333,0.0,80.74193548387096,19.258064516129032,0.0,0.0,0,1194,0,6.0,5.488819640163397,0,0
3,active,2008,1,bedroom,overall,19.113440175194107,1.1965120517398522,19.3,16.5,21.4,18.1,20.1,2.0,5023,167.43333333333334,0.0,22.277523392394983,77.72247660760502,0.0,0.0,0,7808,0,4.899999999999999,6.260055964664671,0,0
3,active,2008,1,bedroom,day,19.07894080996885,1.3183140431986302,19.0,16.5,21.4,17.89,20.3,2.41,1926,64.2,0.0,26.843198338525443,73.15680166147456,0.0,0.0,0,2818,0,4.899999999999999,6.9097863258205825,0,0
3,active,2008,1,bedroom,night,19.127813114754098,1.116556476197101,19.3,16.8,21.1,18.2,20.0,1.8000000000000007,3050,101.66666666666667,0.0,19.737704918032787,80.26229508196721,0.0,0.0,0,4896,0,4.300000000000001,5.837345176359201,0,0
4,active,2008,1,bedroom,overall,16.730888138287302,1.410042939424836,16.7,13.7,20.9,15.7,17.5,1.8000000000000007,5033,167.76666666666668,0.0,82.39618517782634,17.603814822173653,0.0,0.0,0,1772,0,7.199999999999999,8.427782959101048,0,0
4,active,2008,1,bedroom,day,16.805884732052576,1.7258748379756763,16.5,13.7,20.9,15.4,17.8,2.4000000000000004,1978,65.93333333333334,0.0,76.03640040444894,23.96359959555106,0.0,0.0,0,948,0,7.199999999999999,10.269467305604254,0,0
4,active,2008,1,bedroom,night,16.692955518945634,1.154510827217818,16.8,13.7,19.6,16.0,17.39,1.3900000000000006,3035,101.16666666666667,0.0,86.42504118616145,13.57495881383855,0.0,0.0,0,824,0,5.900000000000002,6.916155895266769,0,0
5,control,2008,1,bedroom,overall,15.988193523214985,1.6853191445336704,16.0,12.7,20.39,14.6,17.1,2.5000000000000018,5126,170.86666666666667,0.0,87.28053062817011,12.719469371829886,0.0,0.0,0,1304,0,7.690000000000001,10.541022924738643,0,0
5,control,2008,1,bedroom,day,16.25345825426945,1.7079503489722767,16.3,12.7,20.39,15.0,17.5,2.5,2108,70.26666666666667,0.0,82.44781783681215,17.552182163187855,0.0,0.0,0,740,0,7.690000000000001,10.508227370772822,0,0
5,control,2008,1,bedroom,night,15.789723793677203,1.6356436195524606,15.6,12.7,20.39,14.5,16.8,2.3000000000000007,3005,100.16666666666667,0.0,91.04825291181365,8.951747088186355,0.0,0.0,0,538,0,7.690000000000001,10.358912169239044,0,0
6,active,2008,1,bedroom,overall,14.895084815041896,2.046525099177162,14.6,11.5,20.9,13.3,16.2,2.8999999999999986,4893,163.1,3.3721643163703248,87.53321070917637,9.094624974453302,0.0,0.0,330,890,0,9.399999999999999,13.739600174082028,4,0
6,active,2008,1,bedroom,day,15.748230042016806,2.530928261335367,16.0,11.5,20.9,13.5,17.8,4.300000000000001,1904,63.46666666666667,4.936974789915967,71.69117647058823,23.3718487394958,0.0,0.0,188,890,0,9.399999999999999,16.071191839227428,3,0
6,active,2008,1,bedroom,night,14.358061433447098,1.4286164019116014,14.3,11.5,17.5,13.3,15.4,2.0999999999999996,2930,97.66666666666667,2.4232081911262795,97.57679180887372,0.0,0.0,0.0,142,0,0,6.0,9.949925402768093,1,0
7,control,2008,1,bedroom,overall,14.138278822567456,1.0879650842148678,14.2,11.1,16.39,13.3,15.0,1.6999999999999993,4892,163.06666666666666,3.0866721177432543,96.91332788225675,0.0,0.0,0.0,302,0,0,5.290000000000001,7.69517349225185,2,0
7,control,2008,1,bedroom,day,14.379127346524609,1.246182739741836,14.5,11.1,16.39,13.3,15.5,2.1999999999999993,1971,65.7,2.9426686960933535,97.05733130390665,0.0,0.0,0.0,116,0,0,5.290000000000001,8.666608965272392,2,0
7,control,2008,1,bedroom,night,13.98274914089347,0.9270641415835932,14.1,11.5,15.7,13.4,14.7,1.299999999999999,2910,97.0,3.0927835051546393,96.90721649484536,0.0,0.0,0.0,180,0,0,4.199999999999999,6.630056308972413,1,0
8,active,2008,1,bedroom,overall,14.462933825617723,1.5696082488935599,14.1,11.9,18.8,13.2,15.7,2.5,3521,117.36666666666666,0.6816245384833854,97.55751207043454,1.7608633910820788,0.0,0.0,48,124,0,6.9,10.852626913865594,0,0
8,active,2008,1,bedroom,day,13.71601408450704,1.2225230786139376,13.6,11.9,17.0,12.8,14.4,1.5999999999999996,1420,47.333333333333336,1.6901408450704223,98.30985915492958,0.0,0.0,0.0,48,0,0,5.1,8.913107489404242,0,0
8,active,2008,1,bedroom,night,14.965421686746987,1.5867840310659636,14.9,12.2,18.8,13.6,16.2,2.5999999999999996,2075,69.16666666666667,0.0,97.01204819277109,2.987951807228916,0.0,0.0,0,124,0,6.600000000000001,10.603002469828034,0,0
9,active,2008,1,bedroom,overall,14.605397750100444,1.7611343377513118,14.6,11.2,18.89,13.2,15.875,2.6750000000000007,4978,165.93333333333334,3.8971474487746085,93.1096826034552,2.993169947770189,0.0,0.0,388,298,0,7.690000000000001,12.058105967974752,2,0
9,active,2008,1,bedroom,day,15.43541382667965,2.077212720906181,16.0,11.2,18.89,13.5,17.2,3.6999999999999993,2054,68.46666666666667,4.527750730282376,88.21811100292113,7.254138266796495,0.0,0.0,186,298,0,7.690000000000001,13.457447556837,2,0
9,active,2008,1,bedroom,night,14.009243986254296,1.1820476399701827,14.1,11.4,16.2,13.2,15.0,1.8000000000000007,2910,97.0,3.470790378006873,96.52920962199313,0.0,0.0,0.0,202,0,0,4.799999999999999,8.437626192605354,2,0
10,active,2008,1,bedroom,overall,18.03682763401109,1.9226951507726013,17.39,14.8,22.2,16.6,19.3,2.6999999999999993,4328,144.26666666666668,0.0,57.278188539741215,42.72181146025878,0.0,0.0,0,3698,0,7.399999999999999,10.659829931218487,0,0
10,active,2008,1,bedroom,day,18.700108283703297,2.0369685932835178,18.3,15.0,22.2,17.1,20.6,3.5,1847,61.56666666666667,0.0,46.94098538170006,53.05901461829995,0.0,0.0,0,1960,0,7.199999999999999,10.892817102340995,0,0
10,active,2008,1,bedroom,night,17.542334677419355,1.6702535034296853,17.15,14.8,21.6,16.3,18.6,2.3000000000000007,2480,82.66666666666667,0.0,65.0,35.0,0.0,0.0,0,1736,0,6.800000000000001,9.521272590812272,0,0
11,active,2008,1,bedroom,overall,17.664749692244563,1.971205173168682,17.6,13.3,22.9,16.1,19.2,3.099999999999998,4874,162.46666666666667,0.0,56.298727944193686,43.701272055806314,0.0,0.0,0,4260,0,9.599999999999998,11.158975969153467,0,0
11,active,2008,1,bedroom,day,18.065811594202895,2.085617053818187,17.89,13.3,22.9,16.39,19.6,3.210000000000001,2070,69.0,0.0,51.15942028985507,48.84057971014493,0.0,0.0,0,2022,0,9.599999999999998,11.54455222198507,0,0
11,active,2008,1,bedroom,night,17.366197486535007,1.8329514262011,17.2,13.5,21.6,15.9,19.0,3.0999999999999996,2785,92.83333333333333,0.0,59.89228007181329,40.10771992818671,0.0,0.0,0,2234,0,8.100000000000001,10.554707946988916,0,0
12,control,2008,1,bedroom,overall,17.20523596510848,1.842213089257578,17.3,13.1,21.1,15.8,18.6,2.8000000000000007,4471,149.03333333333333,0.0,64.37038693804517,35.62961306195482,0.0,0.0,0,3186,0,8.000000000000002,10.70728174256669,0,0
12,control,2008,1,bedroom,day,17.724512256128065,2.0528941336681035,18.1,13.1,21.1,16.2,19.25,3.0500000000000007,1999,66.63333333333334,0.0,46.22311155577789,53.77688844422212,0.0,0.0,0,2150,0,8.000000000000002,11.582232018589604,0,0
12,control,2008,1,bedroom,night,16.769971544715446,1.5164575673194192,16.8,13.4,20.6,15.7,17.6,1.9000000000000021,2460,82.0,0.0,79.4308943089431,20.56910569105691,0.0,0.0,0,1012,0,7.200000000000001,9.04269612668058,0,0
13,active,2008,1,bedroom,overall,15.981862724829437,1.9400967545586658,16.1,11.3,20.7,14.7,17.5,2.8000000000000007,4837,161.23333333333332,2.501550547860244,79.47074633037006,18.027703121769694,0.0,0.0,242,1744,0,9.399999999999999,12.139365654446085,1,0
13,active,2008,1,bedroom,day,16.07379980563654,2.281610179232126,16.1,11.3,20.7,14.3,17.89,3.59,2058,68.6,3.8872691933916426,71.47716229348883,24.635568513119534,0.0,0.0,160,1014,0,9.399999999999999,14.194591240535685,1,0
13,active,2008,1,bedroom,night,15.910220216606497,1.6406259502787388,16.0,11.4,19.0,14.8,17.1,2.3000000000000007,2770,92.33333333333333,1.48014440433213,85.34296028880867,13.176895306859207,0.0,0.0,82,730,0,7.6,10.311773991451824,1,0
14,active,2008,1,bedroom,overall,16.004649746192893,1.234648586674612,16.0,13.5,19.3,15.0,16.89,1.8900000000000006,4925,164.16666666666666,0.0,94.3959390862944,5.604060913705584,0.0,0.0,0,552,0,5.800000000000001,7.714311817216145,0,0
14,active,2008,1,bedroom,day,16.304484536082477,1.3731951685496586,16.39,13.5,19.3,15.4,17.39,1.9900000000000002,2134,71.13333333333334,0.0,91.23711340206185,8.762886597938143,0.0,0.0,0,374,0,5.800000000000001,8.422193081361897,0,0
14,active,2008,1,bedroom,night,15.76268115942029,1.0607283702234933,15.7,13.6,18.89,15.0,16.5,1.5,2760,92.0,0.0,96.77536231884058,3.22463768115942,0.0,0.0,0,178,0,5.290000000000001,6.729365134620944,0,0
15,active,2008,1,bedroom,overall,19.39324742268041,2.0709388471101478,19.3,14.5,25.4,17.8,21.1,3.3000000000000007,4074,135.8,0.0,27.810505645557193,70.27491408934708,1.914580265095729,0.0,0,5726,156,10.899999999999999,10.6786594425036,0,0
15,active,2008,1,bedroom,day,19.577562975981255,2.3866757996825205,19.39,14.5,25.4,17.8,21.2,3.3999999999999986,1707,56.9,0.0,27.006444053895724,68.42413591095489,4.569420035149385,0.0,0,2336,156,10.899999999999999,12.190872799697363,0,0
15,active,2008,1,bedroom,night,19.264054968287525,1.7943942853958084,19.2,14.6,23.1,17.89,20.9,3.009999999999998,2365,78.83333333333333,0.0,28.32980972515856,71.67019027484145,0.0,0.0,0,3390,0,8.500000000000002,9.314727809642047,0,0
16,control,2008,1,bedroom,overall,17.07088479071695,1.5482772054984337,17.1,13.3,19.7,16.0,18.39,2.3900000000000006,4826,160.86666666666667,0.0,69.7057604641525,30.294239535847495,0.0,0.0,0,2924,0,6.399999999999999,9.069695124065145,0,0
16,control,2008,1,bedroom,day,17.894752941176474,1.417984597213624,18.1,13.4,19.7,17.2,19.1,1.9000000000000021,2125,70.83333333333333,0.0,47.48235294117647,52.51764705882353,0.0,0.0,0,2232,0,6.299999999999999,7.924024443784246,0,0
16,control,2008,1,bedroom,night,16.419314711359405,1.325042492790621,16.39,13.3,19.3,15.6,17.2,1.5999999999999996,2685,89.5,0.0,87.11359404096835,12.886405959031658,0.0,0.0,0,692,0,6.0,8.070023116579367,0,0
17,control,2008,1,bedroom,overall,20.548319934034218,2.2753508308831165,20.6,15.7,27.0,18.8,22.0,3.1999999999999993,4851,161.7,0.0,16.264687693259123,77.13873428159143,6.596578025149453,0.0,0,7484,640,11.3,11.07317210452057,0,0
17,control,2008,1,bedroom,day,21.295363931386184,1.549361086721635,21.2,16.2,27.0,20.3,22.1,1.8000000000000007,2157,71.9,0.0,1.854427445526194,93.69494668521095,4.450625869262865,0.0,0,4042,192,10.8,7.275579284362961,0,0
17,control,2008,1,bedroom,night,19.94780223880597,2.574974963742255,19.5,15.7,26.8,17.8,21.8,4.0,2680,89.33333333333333,0.0,27.94776119402985,63.69402985074627,8.358208955223882,0.0,0,3414,448,11.100000000000001,12.908564727661883,0,0
18,active,2008,1,bedroom,overall,17.240008074283406,1.816025939222104,17.3,13.7,25.5,16.0,18.5,2.5,4954,165.13333333333333,0.0,65.54299555914412,34.19459023011708,0.26241421073879695,0.0,0,3388,26,11.8,10.533788217483702,0,0
18,active,2008,1,bedroom,day,17.23047807017544,2.011884193341424,17.3,13.7,25.5,15.8,18.5,2.6999999999999993,2280,76.0,0.0,65.13157894736842,34.29824561403509,0.5701754385964912,0.0,0,1564,26,11.8,11.676310925022053,0,0
18,active,2008,1,bedroom,night,17.247307116104867,1.6319778319950273,17.3,13.8,21.1,16.2,18.6,2.400000000000002,2670,89.0,0.0,65.84269662921348,34.157303370786515,0.0,0.0,0,1824,0,7.300000000000001,9.462218194463237,0,0
19,active,2008,1,bedroom,overall,15.960491564257447,1.417338676880338,16.0,12.8,20.1,14.8,17.0,2.1999999999999993,4801,160.03333333333333,0.0,93.6888148302437,6.311185169756301,0.0,0.0,0,606,0,7.300000000000001,8.880294639886793,0,0
19,active,2008,1,bedroom,day,16.019481550677252,1.6985830164566516,16.0,12.8,20.1,14.6,17.5,2.9000000000000004,2141,71.36666666666666,0.0,87.85614198972442,12.143858010275572,0.0,0.0,0,520,0,7.300000000000001,10.603233388566442,0,0
19,active,2008,1,bedroom,night,15.913011278195489,1.1398510719447013,15.9,13.0,18.5,15.0,16.8,1.8000000000000007,2660,88.66666666666667,0.0,98.38345864661655,1.6165413533834587,0.0,0.0,0,86,0,5.5,7.163013033909937,0,0
20,active,2008,1,bedroom,overall,18.749184304399527,2.237692765121284,19.0,14.4,23.9,16.8,20.6,3.8000000000000007,4205,140.16666666666666,0.0,38.83472057074911,61.165279429250894,0.0,0.0,0,5144,0,9.499999999999998,11.934880626226528,0,0
20,active,2008,1,bedroom,day,19.79595427963849,2.1938386051777172,20.39,14.5,23.9,18.3,21.4,3.099999999999998,1881,62.7,0.0,22.328548644338117,77.67145135566189,0.0,0.0,0,2922,0,9.399999999999999,11.08225738546099,0,0
20,active,2008,1,bedroom,night,17.8307352297593,1.8217061974172477,17.8,14.4,21.9,16.2,19.39,3.1900000000000013,2285,76.16666666666667,0.0,53.08533916849015,46.91466083150985,0.0,0.0,0,2144,0,7.499999999999998,10.216663384563304,0,0
21,control,2008,1,bedroom,overall,19.237191288267926,1.8696055104420894,19.6,14.3,23.8,18.0,20.39,2.3900000000000006,4867,162.23333333333332,0.0,24.512019724676392,75.48798027532361,0.0,0.0,0,7348,0,9.5,9.718703122645014,0,0
21,control,2008,1,bedroom,day,18.915653333333335,1.8004051332030384,19.39,14.3,23.0,17.6,20.1,2.5,2250,75.0,0.0,29.06666666666667,70.93333333333334,0.0,0.0,0,3192,0,8.7,9.518070042182197,0,0
21,control,2008,1,bedroom,night,19.547072508724312,1.8753316125106088,19.8,14.5,23.8,18.5,20.7,2.1999999999999993,2579,85.96666666666667,0.0,19.81388134936022,80.18611865063978,0.0,0.0,0,4136,0,9.3,9.593925697434257,0,0
