house_num,house_group,year,week,location,period,mean,std,median,min,max,q25,q75,iqr,n_points,hours,pct_below_12,pct_12_to_18,pct_18_to_24,pct_above_24,pct_above_28,minutes_below_12,minutes_in_who,minutes_above_24,range,cv,extreme_cold_events,extreme_hot_events
11,active,2008,1,living,day,19.284599033816427,2.328530966232728,19.6,14.0,24.1,17.5,20.9,3.3999999999999986,2070,69.0,0.0,28.309178743961354,71.54589371980677,0.14492753623188406,0.0,0,2962,6,10.100000000000001,12.074562515661032,0,0
11,active,2008,1,living,night,18.029633752244166,1.9474058070439895,17.7,14.1,22.8,16.5,19.8,3.3000000000000007,2785,92.83333333333333,0.0,52.99820466786356,47.001795332136446,0.0,0.0,0,2618,0,8.700000000000001,10.801139023700877,0,0
12,control,2008,1,living,overall,18.733802911534152,2.549535010426639,19.2,13.2,23.2,16.5,20.9,4.399999999999999,4465,148.83333333333334,0.0,38.61142217245241,61.3885778275476,0.0,0.0,0,5482,0,10.0,13.609276357108063,0,0
12,control,2008,1,living,day,19.31944972486243,2.41552774184448,19.89,13.2,22.7,17.89,21.2,3.3099999999999987,1999,66.63333333333334,0.0,26.013006503251624,73.98699349674838,0.0,0.0,0,2958,0,9.5,12.50308769786496,0,0
12,control,2008,1,living,night,18.249857723577236,2.5533239863960047,18.1,13.5,23.2,16.1,20.5,4.399999999999999,2460,82.0,0.0,48.94308943089431,51.056910569105696,0.0,0.0,0,2512,0,9.7,13.990925436625904,0,0
13,active,2008,1,living,overall,15.881884297520662,2.180076146274671,15.9,10.6,20.9,14.4,17.39,2.99,4840,161.33333333333334,3.6363636363636362,77.56198347107438,18.801652892561986,0.0,0.0,352,1820,0,10.299999999999999,13.726810405078982,1,0
13,active,2008,1,living,day,16.2340573372206,2.5614294195780465,16.39,10.6,20.9,14.325000000000001,18.5,4.174999999999999,2058,68.6,4.470359572400389,63.70262390670553,31.82701652089407,0.0,0.0,184,1310,0,10.299999999999999,15.778122291741168,1,0
13,active,2008,1,living,night,15.6138880866426,1.8050960100181601,15.8,10.9,18.89,14.5,17.0,2.5,2770,92.33333333333333,3.032490974729242,87.76173285198556,9.2057761732852,0.0,0.0,168,510,0,7.99,11.560836096695141,1,0
14,active,2008,1,living,overall,17.408604319478403,2.3395117680265147,17.3,13.2,23.8,15.4,19.3,3.9000000000000004,4908,163.6,0.0,56.43846780766096,43.56153219233904,0.0,0.0,0,4276,0,10.600000000000001,13.438824417468357,0,0
14,active,2008,1,living,day,18.342900656044986,2.4382440809491728,18.7,13.2,23.8,16.7,20.1,3.400000000000002,2134,71.13333333333334,0.0,39.03467666354265,60.96532333645735,0.0,0.0,0,2602,0,10.600000000000001,13.292576385107546,0,0
14,active,2008,1,living,night,16.68413043478261,1.9835889591265956,16.2,13.2,21.8,15.1,18.39,3.290000000000001,2760,92.0,0.0,69.96376811594203,30.036231884057973,0.0,0.0,0,1658,0,8.600000000000001,11.88907607070288,0,0
15,active,2008,1,living,overall,19.27249631811487,2.4953701648007156,19.3,13.3,25.7,17.3,21.2,3.8999999999999986,4074,135.8,0.0,33.40697103583701,64.58026509572902,2.0127638684339715,0.0,0,5262,164,12.399999999999999,12.947830543650085,0,0
15,active,2008,1,living,day,19.47832454598711,2.6748747391212864,19.2,13.3,25.7,17.6,21.3,3.6999999999999993,1707,56.9,0.0,32.86467486818981,62.331575864089054,4.803749267721148,0.0,0,2128,164,12.399999999999999,13.732570954991912,0,0
15,active,2008,1,living,night,19.128224101479915,2.3434660525099544,19.35,13.3,23.2,17.15,21.2,4.050000000000001,2365,78.83333333333333,0.0,33.74207188160677,66.25792811839324,0.0,0.0,0,3134,0,9.899999999999999,12.251351929365176,0,0
16,control,2008,1,living,overall,17.139813045284587,2.0322936551790702,17.5,12.6,21.0,15.4,18.7,3.299999999999999,4814,160.46666666666667,0.0,59.555463232239305,40.444536767760695,0.0,0.0,0,3894,0,8.4,11.857151824291245,0,0
16,control,2008,1,living,day,17.773957647058822,1.906063179377791,18.2,12.7,20.6,16.89,19.3,2.41,2125,70.83333333333333,0.0,44.65882352941177,55.34117647058824,0.0,0.0,0,2352,0,7.900000000000002,10.72390976296267,0,0
16,control,2008,1,living,night,16.639556797020482,1.990145391249505,16.39,12.6,21.0,15.1,18.2,3.0999999999999996,2685,89.5,0.0,71.28491620111733,28.71508379888268,0.0,0.0,0,1542,0,8.4,11.96032692172345,0,0
17,control,2008,1,living,overall,18.49870274736625,1.5489404305149288,18.5,15.4,22.9,17.3,19.7,2.3999999999999986,4841,161.36666666666667,0.0,41.37574881222888,58.62425118777112,0.0,0.0,0,5676,0,7.499999999999998,8.373238121983764,0,0
17,control,2008,1,living,day,19.019007881316643,1.5840030659162578,19.39,15.4,22.9,17.8,20.1,2.3000000000000007,2157,71.9,0.0,27.909133055169217,72.09086694483078,0.0,0.0,0,3110,0,7.499999999999998,8.328526260680013,0,0
17,control,2008,1,living,night,18.07930223880597,1.386019701917952,17.89,15.6,21.7,17.0,19.3,2.3000000000000007,2680,89.33333333333333,0.0,52.276119402985074,47.723880597014926,0.0,0.0,0,2558,0,6.1,7.666334041050306,0,0
18,active,2008,1,living,overall,17.86667137666532,2.4598479732463536,18.1,13.1,23.6,15.8,19.89,4.09,4954,165.13333333333333,0.0,48.687928946306016,51.312071053693984,0.0,0.0,0,5084,0,10.500000000000002,13.76780219094994,0,0
18,active,2008,1,living,day,18.55711842105263,2.4123981510057595,19.2,13.1,23.6,16.8,20.2,3.3999999999999986,2280,76.0,0.0,35.08771929824561,64.91228070175438,0.0,0.0,0,2960,0,10.500000000000002,12.999853189862435,0,0
18,active,2008,1,living,night,17.27526966292135,2.3452249227941504,17.1,13.1,22.2,15.4,19.2,3.799999999999999,2670,89.0,0.0,60.37453183520599,39.62546816479401,0.0,0.0,0,2116,0,9.1,13.575619764870051,0,0
19,active,2008,1,living,overall,15.905390543636742,1.6874182506575617,16.0,12.3,19.2,14.5,17.39,2.8900000000000006,4801,160.03333333333333,0.0,87.98167048531556,12.01832951468444,0.0,0.0,0,1154,0,6.899999999999999,10.609096620596002,0,0
19,active,2008,1,living,day,16.33991592713685,1.7973965056536434,16.8,12.3,19.2,14.9,17.7,2.799999999999999,2141,71.36666666666666,0.0,80.70994862213918,19.290051377860813,0.0,0.0,0,826,0,6.899999999999999,11.000035212351248,0,0
19,active,2008,1,living,night,15.555646616541354,1.5051932149889835,15.5,12.4,18.8,14.3,16.89,2.59,2660,88.66666666666667,0.0,93.83458646616542,6.165413533834586,0.0,0.0,0,328,0,6.4,9.676185452737217,0,0
20,active,2008,1,living,overall,17.723199711953914,2.0014745613295655,18.1,13.7,21.2,16.0,19.5,3.5,4166,138.86666666666667,0.0,49.183869419107054,50.81613058089294,0.0,0.0,0,4234,0,7.5,11.2929639899031,0,0
20,active,2008,1,living,day,18.083359914938864,1.942693508165642,18.45,13.7,21.2,16.9,19.6,2.700000000000003,1881,62.7,0.0,41.99893673577884,58.001063264221166,0.0,0.0,0,2182,0,7.5,10.742989783445948,0,0
20,active,2008,1,living,night,17.426717724288842,2.0009297732556606,17.5,13.8,21.1,15.65,19.05,3.4000000000000004,2285,76.16666666666667,0.0,55.09846827133479,44.901531728665205,0.0,0.0,0,2052,0,7.300000000000001,11.481965823471302,0,0
21,control,2008,1,living,overall,19.459848111658456,1.8359376200442161,19.6,14.7,22.6,18.6,20.9,2.299999999999997,4872,162.4,0.0,19.62233169129721,80.3776683087028,0.0,0.0,0,7832,0,7.900000000000002,9.434491006866082,0,0
21,control,2008,1,living,day,19.562497777777775,1.7614326249304453,19.6,14.7,22.5,18.8,20.9,2.099999999999998,2250,75.0,0.0,16.53333333333333,83.46666666666667,0.0,0.0,0,3756,0,7.800000000000001,9.00412945698255,0,0
21,control,2008,1,living,night,19.349197363319117,1.8999379393055433,19.6,14.8,22.6,18.2,20.8,2.6000000000000014,2579,85.96666666666667,0.0,22.644435827840248,77.35556417215975,0.0,0.0,0,3990,0,7.800000000000001,9.819208020004568,0,0
22,active,2008,1,living,overall,16.728572301425665,2.2292854382636214,16.89,12.0,22.0,15.1,18.0,2.9000000000000004,4910,163.66666666666666,0.0,74.54175152749491,25.45824847250509,0.0,0.0,0,2500,0,10.0,13.326214563293211,0,0
22,active,2008,1,living,day,16.94968456947997,2.067918225008563,17.2,12.0,21.6,15.5,18.0,2.5,2346,78.2,0.0,74.46717817561807,25.53282182438193,0.0,0.0,0,1198,0,9.600000000000001,12.20033456393701,0,0
