house_num,week,year,hours_above_18,pct_time_above_18,max_temp,mean_temp,median_temp,min_temp,std_temp,total_hours_monitored,daytime_hours_above_18,daytime_pct_above_18,daytime_mean_temp,daytime_max_temp,longest_period_above_18_hours,num_periods_above_18,avg_period_above_18_hours,approx_date
2,2,2009,3.566666666666667,2.25595614589922,19.9,13.990986717267551,14.5,8.8,2.2417079587597404,158.1,3.566666666666667,6.925566343042071,14.895436893203884,19.9,3.533333333333333,1,3.533333333333333,2009-06-22
3,2,2009,2.566666666666667,1.6351667020598852,18.7,12.417763856445106,12.8,7.9,2.5647668932968646,156.96666666666667,2.566666666666667,5.065789473684211,14.147072368421052,18.7,1.2666666666666666,2,1.25,2009-06-22
4,2,2009,7.866666666666666,5.06546469199399,20.4,12.629319596479931,13.2,1.9,3.4957457412529838,155.3,7.866666666666666,15.128205128205128,14.821666666666664,20.4,3.8333333333333335,3,2.588888888888889,2009-06-22
5,2,2009,0.06666666666666667,0.045787545787545784,18.0,12.240693681318682,12.9,1.9,3.2746519452492593,145.6,0.06666666666666667,0.13029315960912052,13.98775244299674,18.0,0.03333333333333333,1,0.03333333333333333,2009-06-22
6,2,2009,21.0,13.185433235663456,25.2,10.888928421933862,9.9,-0.1,5.1276295849914195,159.26666666666668,21.0,38.18181818181819,15.406666666666666,25.2,5.833333333333333,6,3.466666666666667,2009-06-22
7,2,2009,20.033333333333335,12.526052521884118,29.4,12.845904543559815,11.8,7.3,4.133432235302271,159.93333333333334,19.266666666666666,33.72228704784131,16.622432905484246,29.4,7.5,6,3.305555555555556,2009-06-22
8,2,2009,0.0,0.0,17.6,8.757923207467119,8.8,0.2,3.8846196467826783,157.13333333333333,0.0,0.0,11.024306393244876,17.6,0.0,0,0.0,2009-06-22
9,2,2009,10.0,6.303845345660854,23.1,9.715528472368145,9.5,0.3,4.894804754714786,158.63333333333333,10.0,17.846519928613922,12.581856038072575,23.1,4.433333333333334,6,1.6333333333333333,2009-06-22
10,2,2009,16.8,10.592686002522068,24.7,11.05380411937789,10.6,1.2,5.0640506749101,158.6,16.8,30.45317220543807,14.807160120845923,24.7,6.066666666666666,3,5.566666666666666,2009-06-22
11,2,2009,19.433333333333334,11.792071197411003,22.3,10.819993932038836,11.8,-2.5,5.874760012054524,164.8,19.433333333333334,30.3014553014553,14.841606029106028,22.3,5.5,6,3.2055555555555557,2009-06-22
12,2,2009,34.4,21.855146124523507,29.6,11.350201185938163,11.6,-2.2,7.295669288289523,157.4,34.4,58.01011804384486,17.46936481169196,29.6,6.533333333333333,6,5.7,2009-06-22
13,2,2009,2.3,1.4383989993746091,19.8,8.871169480925579,10.5,-3.6,5.931707935875885,159.9,2.3,3.9115646258503403,12.330130385487527,19.8,2.2,2,1.1166666666666667,2009-06-22
14,2,2009,17.7,11.127409891031014,22.5,12.783885163453478,12.3,6.3,3.790155113548221,159.06666666666666,17.7,28.350240256273356,15.71978109983983,22.5,5.8,8,2.1791666666666667,2009-06-22
15,2,2009,34.2,20.4995004995005,24.7,11.40851148851149,10.6,-0.9,6.316783602281737,166.83333333333334,34.2,51.17206982543641,16.394239401496257,24.7,5.866666666666666,15,2.246666666666667,2009-06-22
16,2,2009,29.333333333333332,18.456375838926174,26.8,11.158808724832214,11.2,0.7,6.2981573690853425,158.93333333333334,29.333333333333332,47.235641438539986,16.019189479334408,26.8,6.4,7,4.157142857142857,2009-06-22
17,2,2009,18.733333333333334,11.7968094038623,22.8,9.145266582703611,10.0,-3.9,6.657803230106512,158.8,18.733333333333334,31.608548931383577,13.886895388076491,22.8,3.966666666666667,9,2.0481481481481483,2009-06-22
18,2,2009,38.266666666666666,24.219409282700422,28.5,15.427457805907173,14.3,7.9,4.103869626316607,158.0,36.0,56.63345568956476,18.639171473518612,28.5,8.1,14,2.7,2009-06-22
19,2,2009,40.63333333333333,25.587741393786732,31.7,13.312353064651553,12.0,0.3,6.851608976304087,158.8,40.4,64.81283422459893,19.036122994652406,31.7,7.666666666666667,6,6.738888888888889,2009-06-22
20,2,2009,39.833333333333336,24.93219278113916,25.2,14.124692259545169,13.2,3.5,4.764412174261656,159.76666666666668,39.6,63.46153846153846,18.34647435897436,25.2,7.7,9,4.392592592592592,2009-06-22
21,2,2009,2.566666666666667,1.6355140186915886,18.7,12.41804375531011,12.8,7.9,2.564967391396305,156.93333333333334,2.566666666666667,5.065789473684211,14.147072368421052,18.7,1.2666666666666666,2,1.25,2009-06-22
22,2,2009,29.7,18.79746835443038,23.8,14.283554852320675,13.7,8.1,3.5418716134873067,158.0,28.933333333333334,45.25547445255474,16.962069864442128,23.8,7.133333333333334,5,5.906666666666666,2009-06-22
23,2,2009,36.93333333333333,23.64489970123773,27.1,15.531231327358089,14.9,8.0,3.75660419657159,156.2,35.43333333333333,56.905781584582435,18.481477516059957,27.1,8.866666666666667,6,6.122222222222222,2009-06-22
24,2,2009,54.6,34.47695222058514,35.6,18.096074510629343,16.1,9.1,5.511650995169439,158.36666666666667,48.766666666666666,76.83823529411765,22.78723739495798,35.6,11.7,7,,2009-06-22
25,2,2009,35.266666666666666,22.08768267223382,30.8,12.3960751565762,12.1,0.1,6.944021258676928,159.66666666666666,35.266666666666666,56.00847008999471,18.434647961884597,30.8,6.766666666666667,7,5.004761904761905,2009-06-22
26,2,2009,53.5,32.3523483168716,35.6,15.306329369078817,13.4,4.2,7.475219697626583,165.36666666666667,52.63333333333333,69.37609841827768,20.766849736379612,35.6,9.133333333333333,10,,2009-06-22
27,2,2009,49.666666666666664,30.408163265306122,34.6,13.327469387755103,11.0,-0.8,9.025010695210542,163.33333333333334,49.666666666666664,67.11711711711712,20.346351351351352,34.6,8.5,7,,2009-06-22
28,2,2009,32.96666666666667,23.3806146572104,30.2,11.604503546099291,9.6,-0.4,7.655498856068599,141.0,32.56666666666667,50.49095607235142,17.012842377260984,30.2,8.433333333333334,10,,2009-06-22
29,2,2009,60.56666666666667,34.949028659357566,41.0,15.314339296018465,13.0,0.8,11.089252389854208,173.3,60.06666666666667,76.19450317124735,24.215623678646935,41.0,9.233333333333333,8,7.5375,2009-06-22
30,2,2009,47.666666666666664,29.31529315293153,38.1,13.422386223862237,12.5,-1.9,11.011090653165455,162.6,47.666666666666664,65.35648994515539,22.297143510054845,38.1,8.366666666666667,7,,2009-06-22
