total_points,points_above,overall_pct_above,overall_thresholds,minimum_conditions,temporal_patterns
223608,106193,47.49069800722693,"{'outdoor_temp': {'mean': np.float64(14.760147090674527), 'median': np.float64(14.8), 'std': np.float64(1.67388415655474), 'min': np.float64(8.3), 'max': np.float64(20.4), 'q25': np.float64(13.6), 'q75': np.float64(15.9), 'mode': np.float64(14.8)}, 'solar': {'mean': np.float64(0.23729464277306414), 'median': np.float64(0.23), 'std': np.float64(0.13379800010472437), 'min': np.float64(0.01), 'max': np.float64(0.69), 'q25': np.float64(0.13), 'q75': np.float64(0.34), 'mode': np.float64(0.21)}}","{'simple_threshold': {'outdoor_temp': np.float64(12.0), 'solar': np.float64(0.03)}, 'boundary_threshold': {'outdoor_temp': np.float64(11.0), 'solar': np.float64(0.02)}, 'compensatory': {'low_temp_compensated': {'min_temp': np.float64(8.5), 'required_solar': np.float64(0.39), 'n_cases': 4411}, 'low_solar_compensated': {'min_solar': np.float64(0.01), 'required_temp': np.float64(16.6), 'n_cases': 4630}}, 'optimal_threshold': {'outdoor_temp': np.float64(14.8), 'solar': np.float64(0.23)}, 'n_transitions': 9643, 'n_above_target': 106193, 'pct_above_target': 47.49069800722693}","{'year_2008': {'pct_above': np.float64(53.77327366702478), 'avg_temp': np.float64(14.331834127770698), 'avg_solar': np.float64(0.2538905406893514)}, 'year_2009': {'pct_above': np.float64(40.444043835096544), 'avg_temp': np.float64(15.398878618683431), 'avg_solar': np.float64(0.21254562942804864)}}"
