location,period,metric,week,year,active_mean,active_std,active_median,active_n,control_mean,control_std,control_median,control_n,mean_difference,active_normal,control_normal,equal_variance,test_type,t_statistic,p_value,df,mean_diff,ci_lower,ci_upper,cohen_d,group1_mean,group2_mean,group1_std,group2_std,group1_n,group2_n,significant,significance_level,u_statistic,median_diff,effect_size,group1_median,group2_median
living,overall,hr,2,2008,7.929280709302231,0.7835588705688559,7.877913161324516,20,8.40789742458406,0.3461169344938257,8.364881789916408,10,-0.4786167152818299,True,True,False,Welch's t-test,-2.3167877461185222,0.028110109994419336,27.788658337668505,-0.4786167152818299,-0.9019347021611719,-0.05529872840248795,-0.7094512376717023,7.929280709302231,8.40789742458406,0.7835588705688559,0.3461169344938257,20,10,True,*,,,,,
living,day,rh,2,2008,59.90403010349659,7.141107949135049,60.65447294561328,20,63.500377829160094,5.971544333603197,63.730424532217626,10,-3.596347725663506,True,True,True,Independent t-test,-1.3681255246957864,0.18215254635019734,28.0,-3.596347725663506,-8.662048775948218,1.4693533246212072,-0.5298727372668066,59.90403010349659,63.500377829160094,7.141107949135049,5.971544333603197,20,10,False,ns,,,,,
living,day,hr,2,2008,8.246254124164073,0.8967507864467642,8.369867074486821,20,8.454978506206105,0.41656422227530715,8.396856794176689,10,-0.20872438204203192,True,True,True,Independent t-test,-0.6949044482491661,0.49284195820022403,28.0,-0.20872438204203192,-0.7001742421784678,0.28272547809440396,-0.26913533552744734,8.246254124164073,8.454978506206105,0.8967507864467642,0.41656422227530715,20,10,False,ns,,,,,
living,night,rh,2,2008,60.21871677315925,6.198156447577342,60.21991556137696,16,65.93569308661425,5.911198847634332,67.53621910133273,10,-5.716976313455,True,True,True,Independent t-test,-2.3279327989684067,0.028670089252513884,24.0,-5.716976313455,-10.728170745567802,-0.7057818813421983,-0.9384197123000684,60.21871677315925,65.93569308661425,6.198156447577342,5.911198847634332,16,10,True,*,,,,,
living,night,hr,2,2008,7.5789986332318735,0.6878391397185121,7.498680494839614,16,8.365408202834503,0.3265795636535202,8.375500008536704,10,-0.7864095696026299,True,True,True,Independent t-test,-3.367040756181185,0.002556300796329941,24.0,-0.7864095696026299,-1.2004030756485502,-0.37241606355670953,-1.3572975212679383,7.5789986332318735,8.365408202834503,0.6878391397185121,0.3265795636535202,16,10,True,**,,,,,
bedroom,overall,rh,2,2008,62.59120537492104,6.200065118777434,61.99256492411163,20,66.94473231136861,7.210945199016589,66.77554473355961,10,-4.353526936447572,True,True,True,Independent t-test,-1.7182323472899443,0.09679512950045412,28.0,-4.353526936447572,-9.82005494716925,1.1130010742741048,-0.6654685265968835,62.59120537492104,66.94473231136861,6.200065118777434,7.210945199016589,20,10,False,ns,,,,,
bedroom,overall,hr,2,2008,8.025103166628453,0.6425586283566113,7.9966029341716585,20,8.67176189187347,0.377100895927369,8.671573550158042,10,-0.6466587252450164,True,True,True,Independent t-test,-2.9248372530823317,0.006759490231888375,28.0,-0.6466587252450164,-1.0291385667986603,-0.2641788836913726,-1.132784597155492,8.025103166628453,8.67176189187347,0.6425586283566113,0.377100895927369,20,10,True,**,,,,,
bedroom,day,rh,2,2008,62.20903967443284,6.7177362168695085,63.252857392781095,20,65.12719750966184,7.488774718589519,63.48307999184749,10,-2.918157835229003,True,True,True,Independent t-test,-1.0802566108209242,0.28924527249105203,28.0,-2.918157835229003,-8.662679529416735,2.8263638589587288,-0.41838158633399064,62.20903967443284,65.12719750966184,6.7177362168695085,7.488774718589519,20,10,False,ns,,,,,
bedroom,day,hr,2,2008,8.297606001775277,0.7149460888507772,8.38467963310418,20,8.56775319718086,0.3915873380927837,8.461691940700955,10,-0.27014719540558296,True,True,True,Independent t-test,-1.108233680815092,0.2771900260116442,28.0,-0.27014719540558296,-0.684368649559657,0.14407425874849117,-0.42921705895029977,8.297606001775277,8.56775319718086,0.7149460888507772,0.3915873380927837,20,10,False,ns,,,,,
bedroom,night,rh,2,2008,62.902386214098186,6.213183361637322,61.23877851361295,16,68.56000074950047,7.074571543551478,69.79939832147875,10,-5.657614535402288,False,True,True,Mann-Whitney U test,,0.08673086482754268,,,,,,,,,,16,10,False,ns,47.0,-8.560619807865798,0.4125,61.23877851361295,69.79939832147875
bedroom,night,hr,2,2008,7.718152898288388,0.5371539831713825,7.655473939367575,16,8.76133989285996,0.42684008455774985,8.857039191373817,10,-1.0431869945715722,True,True,True,Independent t-test,-5.189623589871418,2.572990955985837e-05,24.0,-1.0431869945715722,-1.4361559141230626,-0.6502180750200817,-2.092004149909689,7.718152898288388,8.76133989285996,0.5371539831713825,0.42684008455774985,16,10,True,***,,,,,
living,overall,rh,1,2009,61.77081881015904,7.716007460897506,62.63266443006591,20,62.8974706905836,8.10956965106481,65.8211398273989,10,-1.1266518804245607,True,True,True,Independent t-test,-0.370825691331276,0.7135582324652279,28.0,-1.1266518804245607,-7.457970043176709,5.2046662823275875,-0.1436201726871884,61.77081881015904,62.8974706905836,7.716007460897506,8.10956965106481,20,10,False,ns,,,,,
living,overall,hr,1,2009,7.627081130302957,1.0725401552259155,7.4496513877837,20,7.646359822462759,0.8078424544701851,7.638599167501202,10,-0.01927869215980138,True,True,True,Independent t-test,-0.050019125759715545,0.960462261259735,28.0,-0.01927869215980138,-0.7370344232901738,0.698477038970571,-0.019372324105923273,7.627081130302957,7.646359822462759,1.0725401552259155,0.8078424544701851,20,10,False,ns,,,,,
living,day,rh,1,2009,61.70801660815438,7.750275781892952,62.97306676031842,18,62.334234382147585,7.204925514302261,65.52161574758902,10,-0.6262177739932042,True,False,True,Mann-Whitney U test,,0.8291760097394001,,,,,,,,,,18,10,False,ns,85.0,-2.548548987270607,0.05555555555555558,62.97306676031842,65.52161574758902
living,day,hr,1,2009,7.919557591490851,1.2221053689748715,7.879506872746305,18,7.652993425610278,0.8192065789972655,7.7783450597890145,10,0.2665641658805731,True,True,False,Welch's t-test,0.688072002428866,0.49777337370196517,24.878818793502855,0.2665641658805731,-0.5315133581859799,1.064641689947126,0.24244629616021363,7.919557591490851,7.652993425610278,1.2221053689748715,0.8192065789972655,18,10,False,ns,,,,,
living,night,rh,1,2009,60.89095121444414,7.659400199534104,62.09283461018477,19,62.958347946291745,8.362274999855492,65.14515058381603,10,-2.0673967318476087,True,False,True,Mann-Whitney U test,,0.34690757043423925,,,,,,,,,,19,10,False,ns,74.0,-3.0523159736312664,0.2210526315789474,62.09283461018477,65.14515058381603
living,night,hr,1,2009,7.447465103403324,1.0057836300538756,7.37745967132601,20,7.5991322706167015,0.8314920221233616,7.49118258850635,10,-0.15166716721337714,True,True,True,Independent t-test,-0.4108112248457382,0.6843380235893982,28.0,-0.15166716721337714,-0.8604217625716386,0.5570874281448843,-0.15910650322626146,7.447465103403324,7.5991322706167015,1.0057836300538756,0.8314920221233616,20,10,False,ns,,,,,
bedroom,overall,rh,1,2009,64.11793889141683,9.350919768091552,65.87096749200757,20,69.12706519024522,11.262582321407109,72.97285968880303,10,-5.0091262988283916,True,False,True,Mann-Whitney U test,,0.09898793180102634,,,,,,,,,,20,10,False,ns,62.0,-7.101892196795461,0.38,65.87096749200757,72.97285968880303
bedroom,overall,hr,1,2009,7.706697252407506,1.2323732740344417,7.7870444358960516,20,8.230728765808422,1.1431605473316813,8.356735480182195,10,-0.5240315134009164,True,True,True,Independent t-test,-1.1233997242600227,0.2708078371646476,28.0,-0.5240315134009164,-1.4551419545937834,0.40707892779195065,-0.4350908423193073,7.706697252407506,8.230728765808422,1.2323732740344417,1.1431605473316813,20,10,False,ns,,,,,
bedroom,day,rh,1,2009,64.00407185974078,9.782735957297813,64.8544247950631,18,66.30806609033709,10.785334059544892,69.05971621945474,10,-2.3039942305963166,True,True,True,Independent t-test,-0.5760461795381085,0.5695372499737525,26.0,-2.3039942305963166,-10.766466026561256,6.158477565368623,-0.22719567712647837,64.00407185974078,66.30806609033709,9.782735957297813,10.785334059544892,18,10,False,ns,,,,,
bedroom,day,hr,1,2009,8.006478059938978,1.3830170401333037,8.19343304524715,18,8.077356158430522,1.1536390753296988,8.276698109233333,10,-0.07087809849154425,True,True,True,Independent t-test,-0.13737350755763672,0.8917938793213092,26.0,-0.07087809849154425,-1.0765161881179788,0.9347599911348903,-0.054180842053014454,8.006478059938978,8.077356158430522,1.3830170401333037,1.1536390753296988,18,10,False,ns,,,,,
bedroom,night,rh,1,2009,63.45354901464584,10.07196051916848,63.871720613287906,19,70.56211226753467,11.43948408457035,74.1429772058605,10,-7.108563252888835,True,False,True,Mann-Whitney U test,,0.05117209797510933,,,,,,,,,,19,10,False,ns,52.0,-10.271256592572598,0.4526315789473684,63.871720613287906,74.1429772058605
bedroom,night,hr,1,2009,7.4907925684922505,1.1890061544495796,7.353911462150924,20,8.290646736558104,1.1715399128380963,8.4413459799915,10,-0.7998541680658535,True,True,True,Independent t-test,-1.7451237718526815,0.09193093756553926,28.0,-0.7998541680658535,-1.733930875999868,0.1342225398681609,-0.6758835305456108,7.4907925684922505,8.290646736558104,1.1890061544495796,1.1715399128380963,20,10,False,ns,,,,,
living,overall,rh,2,2009,60.58867238009715,5.277450335084484,61.6159445996021,20,61.22070630495631,6.552877639236056,60.49465854638487,10,-0.632033924859158,True,True,True,Independent t-test,-0.28537202441325377,0.7774595404380742,28.0,-0.632033924859158,-5.516784772371994,4.252716922653678,-0.11052410980260283,60.58867238009715,61.22070630495631,5.277450335084484,6.552877639236056,20,10,False,ns,,,,,
living,overall,hr,2,2009,7.215651640519543,0.8676233057769306,7.195694930761027,20,7.063793304675701,0.7403423063795903,6.885860011048425,10,0.15185833584384234,True,True,True,Independent t-test,0.4730632564793586,0.6398352313567797,28.0,0.15185833584384234,-0.47096922209456094,0.7746858937822456,0.1832166114047204,7.215651640519543,7.063793304675701,0.8676233057769306,0.7403423063795903,20,10,False,ns,,,,,
living,day,rh,2,2009,60.80170905071336,5.488544751295987,60.288588582807414,20,60.51274997926862,6.30223972650618,59.2510385909185,10,0.28895907144474364,True,True,True,Independent t-test,0.12947017127061697,0.8979112205104045,28.0,0.28895907144474364,-4.505376563253546,5.083294706143033,0.05014358171617216,60.80170905071336,60.51274997926862,5.488544751295987,6.30223972650618,20,10,False,ns,,,,,
living,day,hr,2,2009,7.433369160468651,0.8571615950477097,7.440626935746687,20,7.06309039181105,0.7534186504593363,7.0608617207960345,10,0.37027876865760057,True,True,True,Independent t-test,1.1585195076230952,0.2564380637377027,28.0,0.37027876865760057,-0.25607934166657964,0.9966368789817808,0.4486926759280665,7.433369160468651,7.06309039181105,0.8571615950477097,0.7534186504593363,20,10,False,ns,,,,,
living,night,rh,2,2009,60.56817936701371,5.641742872626691,60.08649372898676,20,61.737025881103236,6.675209705577701,60.926205644970764,10,-1.1688465140895232,True,True,True,Independent t-test,-0.5035458061773557,0.6185193744738825,28.0,-1.1688465140895232,-6.206139819829482,3.8684467916504355,-0.1950224521377486,60.56817936701371,61.737025881103236,5.641742872626691,6.675209705577701,20,10,False,ns,,,,,
living,night,hr,2,2009,7.070678758080604,0.9094714783239465,6.90894664190424,20,7.0687110460827425,0.7478524587228095,6.7669489571281165,10,0.0019677119978611657,True,True,True,Independent t-test,0.005901935568933491,0.9953328140117139,28.0,0.0019677119978611657,-0.63694242335034,0.6408778473460623,0.002285809816886861,7.070678758080604,7.0687110460827425,0.9094714783239465,0.7478524587228095,20,10,False,ns,,,,,
bedroom,overall,rh,2,2009,62.367815378113825,7.147747099856113,63.94307592972288,20,65.74962303883196,10.431928675611777,66.36627552074285,10,-3.381807660718131,False,True,True,Mann-Whitney U test,,0.3442129113242063,,,,,,,,,,20,10,False,ns,78.0,-2.4231995910199657,0.21999999999999997,63.94307592972288,66.36627552074285
bedroom,overall,hr,2,2009,7.282397921662303,0.9901085916550355,7.479503588502684,20,7.563705993413022,0.7985747954465439,7.417141083245314,10,-0.28130807175071837,True,True,True,Independent t-test,-0.7786245400650711,0.4427317345729712,28.0,-0.28130807175071837,-0.9692433451023913,0.40662720160095456,-0.301559987662043,7.282397921662303,7.563705993413022,0.9901085916550355,0.7985747954465439,20,10,False,ns,,,,,
bedroom,day,rh,2,2009,62.95621587782364,6.405507834490698,64.13737226071063,20,63.28044620888537,10.703061710550491,63.9511952483666,10,-0.3242303310617345,False,True,False,Mann-Whitney U test,,0.8949865958317159,,,,,,,,,,20,10,False,ns,96.5,0.18617701234403228,0.03500000000000003,64.13737226071063,63.9511952483666
bedroom,day,hr,2,2009,7.4823019253326635,1.014879725783714,7.354905251244738,20,7.411958428652456,0.7944367447133401,7.155413520149989,10,0.07034349668020745,True,True,True,Independent t-test,0.19126184174067568,0.8497006229193116,28.0,0.07034349668020745,-0.6231323814198894,0.7638193747803043,0.07407539278265955,7.4823019253326635,7.411958428652456,1.014879725783714,0.7944367447133401,20,10,False,ns,,,,,
bedroom,night,rh,2,2009,62.0743517277338,7.925180516026286,63.821362436332564,20,67.42497220267991,10.396119696747778,67.94340227850171,10,-5.350620474946112,False,True,True,Mann-Whitney U test,,0.08225164615120802,,,,,,,,,,20,10,False,ns,60.0,-4.122039842169144,0.4,63.821362436332564,67.94340227850171
bedroom,night,hr,2,2009,7.14178384779683,1.01150883427666,7.259492429923478,20,7.657592906011172,0.8040763841305987,7.530915086156769,10,-0.5158090582143418,True,True,True,Independent t-test,-1.4022221977372242,0.17183880964784562,28.0,-0.5158090582143418,-1.212903976808748,0.18128586038006445,-0.5430783219518633,7.14178384779683,7.657592906011172,1.01150883427666,0.8040763841305987,20,10,False,ns,,,,,
