year,week,location,metric,active_mean,active_std,control_mean,control_std,difference,test_type,p_value,significant
2009,2,living,pct_18_to_24,35.31604967896846,25.976352026272952,29.593065092694104,24.987801985679887,5.722984586274357,t-test,0.5664670594118109,False
2009,2,living,pct_above_24,1.6092617190516723,3.597105942146143,1.129140270699423,2.32276372911165,0.48012144835224935,Mann-Whitney U,0.8338888866897205,False
2009,2,living,minutes_below_12,1030.6,1449.4327166170908,935.4,853.5942569837002,95.19999999999993,Mann-Whitney U,0.5471668712688869,False
2009,2,living,minutes_in_who,3407.9,2479.4699327413555,2785.2,2373.480744485711,622.7000000000003,t-test,0.5126547635280871,False
2009,2,living,extreme_cold_events,2.2,2.284962282309918,2.8,2.0976176963403033,-0.5999999999999996,Mann-Whitney U,0.39330466791865626,False
2009,2,bedroom,pct_below_12,9.526508469126435,13.123063086452452,5.679933748868914,7.633358494277555,3.8465747202575216,Mann-Whitney U,0.8764754805734835,False
2009,2,bedroom,pct_18_to_24,29.20084940400842,26.922894929307713,27.998671334651057,32.8230932156763,1.2021780693573625,Mann-Whitney U,0.6599441400125702,False
2009,2,bedroom,pct_above_24,1.0392774005873946,2.6151551818327614,0.1209117454142568,0.30443640052933846,0.9183656551731378,Mann-Whitney U,0.6140071621751478,False
2009,2,bedroom,minutes_below_12,926.2,1264.9955939178521,543.0,741.1847872756758,383.20000000000005,Mann-Whitney U,0.8764754805734835,False
2009,2,bedroom,minutes_in_who,2798.9,2515.71619811808,2599.8,3028.9542676566703,199.0999999999999,Mann-Whitney U,0.5673305264652884,False
2009,2,bedroom,extreme_cold_events,2.2,2.0925934551223877,2.9,3.3813212407775355,-0.6999999999999997,Mann-Whitney U,0.7017831611523575,False
